precision number    of steps needed
0.100000000 128
0.075000000 256
0.068750000 256
0.062500000 256
0.056250000 256
0.050000000 256
0.027500000 512
0.016250000 1024
0.005000000 4096
0.003750000 4096
0.003500000 4096
0.003250000 4096
0.003000000 4096
0.002750000 4096
0.002500000 8192
0.002250000 8192
0.002000000 8192
0.001000000 16384
0.000750000 16384
0.000725000 16384
0.000700000 16384
0.000675000 16384
0.000650000 32768
0.000625000 32768
0.000600000 32768
0.000575000 32768
0.000550000 32768
0.000525000 32768
0.000500000 32768
0.000275000 65536
0.000262500 65536
0.000250000 65536
0.000237500 65536
0.000225000 65536
0.000212500 65536
0.000200000 65536
0.000187500 65536
0.000175000 65536
0.000162500 131072
0.000150000 131072
0.000137500 131072
0.000125000 131072
0.000112500 131072
0.000100000 131072
0.000075000 262144
0.000072500 262144
0.000070000 262144
0.000067500 262144
0.000065000 262144
0.000062500 262144
0.000060000 262144
0.000057500 262144
0.000055000 262144
0.000052500 262144
0.000050000 262144
0.000027500 524288
0.000026250 524288
0.000025000 524288
0.000023750 524288
0.000022500 524288
0.000021250 524288
0.000020000 1048576
0.000018750 1048576
0.000017500 1048576
0.000016250 1048576
0.000015000 1048576
0.000013750 1048576
0.000012500 1048576
0.000011250 1048576
0.000010000 2097152
0.000007500 2097152
0.000007250 2097152
0.000007000 2097152
0.000006750 2097152
0.000006500 2097152
0.000006250 2097152
0.000006000 2097152
0.000005750 2097152
0.000005500 2097152
0.000005250 2097152
0.000005000 4194304
0.000002750 4194304
0.000002625 4194304
0.000002500 8388608
0.000002375 8388608
0.000002250 8388608
0.000002125 8388608
0.000002000 8388608
0.000001875 8388608
0.000001750 8388608
0.000001625 8388608
0.000001500 8388608
0.000001375 8388608
0.000001250 16777216
0.000001125 16777216
0.000001000 16777216
0.000000750 16777216
0.000000725 16777216
0.000000700 16777216
0.000000675 16777216
0.000000650 16777216
0.000000625 33554432
0.000000600 33554432
0.000000575 33554432
0.000000550 33554432
0.000000525 33554432
0.000000500 33554432
0.000000275 67108864
0.000000262 67108864
0.000000250 67108864
0.000000238 67108864
0.000000225 67108864
0.000000213 67108864
0.000000200 67108864
0.000000188 67108864
0.000000175 67108864
0.000000163 67108864
0.000000150 134217728
0.000000138 134217728
0.000000125 134217728
0.000000112 134217728
0.000000100 134217728
0.000000075 268435456
0.000000072 268435456
0.000000070 268435456
0.000000068 268435456
0.000000065 268435456
0.000000062 268435456
0.000000060 268435456
0.000000057 268435456
0.000000055 268435456
0.000000053 268435456
0.000000050 268435456
0.000000028 536870912
0.000000026 536870912
0.000000025 536870912
0.000000024 536870912
0.000000022 536870912
0.000000021 536870912
0.000000020 536870912
0.000000019 1073741824
0.000000018 1073741824
0.000000016 1073741824
0.000000015 1073741824
0.000000014 1073741824
0.000000012 1073741824
0.000000011 1073741824
0.000000010 1073741824
